site_name,site_abbreviation,building_name,building_abbreviation,building_number,address,floors,gross_square_feet,occupied_since,building_image_urls
Marine Science Institute,MSI,BEACH STREET APTS,S15,B015,"700 BEACH ST, PORT ARANSAS, TX 78373",3,7897.0,1974,nan
Marine Science Institute,MSI,ARK CLARIFIER,S17,B017,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,1640.0,1971,nan
Marine Science Institute,MSI,SEAWATER CLARIFIER,S19,B019,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,2722.0,1974,nan
Marine Science Institute,MSI,FISHERIES & MARICULTURE LAB FAML),S20,B020,"1300 PORT ST, PORT ARANSAS, TX 78373",1,13934.0,1978,nan
Marine Science Institute,MSI,FAML SMALL TANK LABS,S22,B022,"1300 PORT ST, PORT ARANSAS, TX 78373",1,2546.0,1978,nan
Marine Science Institute,MSI,WILSON HOUSE MAIN),S23,B023,"730 E COTTER AVE, PORT ARANSAS, TX 78373",1,3537.0,1979,nan
Marine Science Institute,MSI,WILSON HOUSE NO. 1,S24,B024,"730 E COTTER AVE, PORT ARANSAS, TX 78373",1,625.0,1979,nan
Marine Science Institute,MSI,WILSON HOUSE NO. 2,S25,B025,"730 E COTTER AVE, PORT ARANSAS, TX 78373",1,625.0,1979,nan
Marine Science Institute,MSI,WILSON HOUSE NO. 3,S26,B026,"730 E COTTER AVE, PORT ARANSAS, TX 78373",1,625.0,1979,nan
Marine Science Institute,MSI,WILSON HOUSE NO. 4,S27,B027,"730 E COTTER AVE, PORT ARANSAS, TX 78373",1,625.0,1979,nan
Marine Science Institute,MSI,WILSON HOUSE NO. 5,S28,B028,"730 E COTTER AVE, PORT ARANSAS, TX 78373",1,625.0,1979,nan
Marine Science Institute,MSI,RADIOACTIVE WASTE STORAGE BUILDING,S31,B031,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,288.0,1978,nan
Marine Science Institute,MSI,MARINE SCIENCE EDUCATION CENTER,S32,B032,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,11609.0,1983,nan
Marine Science Institute,MSI,FAML LAB/GARAGES,S39,B039,"1300 PORT ST, PORT ARANSAS, TX 78373",1,1085.0,1988,nan
Marine Science Institute,MSI,ARK CLINIC,S42,B042,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,1450.0,1993,nan
Marine Science Institute,MSI,PIER TEACHING LAB,S44,B044,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,1252.0,1994,nan
Marine Science Institute,MSI,WAREHOUSE,S45,B045,"700 BEACH ST, PORT ARANSAS, TX 78373",1,10530.0,1998,nan
Marine Science Institute,MSI,ARK TURTLE BUILDING,S46,B046,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",2,1546.0,2001,nan
Marine Science Institute,MSI,CCOS PUMP SHED,S48,B048,"1300 PORT ST, PORT ARANSAS, TX 78373",1,42.0,2001,nan
Marine Science Institute,MSI,FAML PUMP SHED,S49,B049,"1300 PORT ST, PORT ARANSAS, TX 78373",1,50.0,2001,nan
Marine Science Institute,MSI,R/V KATY PAVILION,S54,B054,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,279.0,2001,nan
Marine Science Institute,MSI,ARK TURTLE ANNEX,S55,B055,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,480.0,2001,nan
Marine Science Institute,MSI,PHYSICAL PLANT GARAGE - RESEARCH,S58,B058,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,2215.0,2001,nan
Marine Science Institute,MSI,PHYSICAL PLANT - GROUNDS,S60,B060,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,1870.0,2001,nan
Marine Science Institute,MSI,WILSON PUMP HOUSE,S62,B062,"730 E COTTER AVE, PORT ARANSAS, TX 78373",1,85.0,2001,nan
Marine Science Institute,MSI,FAML NORTH LAB,S63,B063,"1300 PORT ST, PORT ARANSAS, TX 78373",1,2199.0,2003,nan
Marine Science Institute,MSI,CCA LARVICULTURE LAB,S65,B065,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,2996.0,2006,nan
Marine Science Institute,MSI,ESTUARINE RESEARCH CENTER,S66,B066,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",3,36858.0,2009,nan
Marine Science Institute,MSI,OILED WILDLIFE FACILITY,S67,B067,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,2035.0,2011,nan
Marine Science Institute,MSI,CCOS MARICULTURE BUILDING,S68,B068,"1300 PORT ST, PORT ARANSAS, TX 78373",1,4775.0,2015,nan
Marine Science Institute,MSI,CCOS CENTRAL PLANT,S69,B069,"1300 PORT ST, PORT ARANSAS, TX 78373",1,676.0,2015,nan
Marine Science Institute,MSI,CENTER COASTAL OCEAN SCIENCE CCOS),S70,B070,"1300 PORT ST, PORT ARANSAS, TX 78373",1,11291.0,2015,nan
Marine Science Institute,MSI,FAML SEALAB,S71,B071,"1300 PORT ST, PORT ARANSAS, TX 78373",1,6403.0,2003,nan
Marine Science Institute,MSI,ARK SEA TURTLE TANK,S72,B072,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,1718.0,2012,nan
Marine Science Institute,MSI,ARK SUPPORT WALK-IN FREEZER,S73,B073,"750 CHANNEL VIEW DR, PORT ARANSAS, TX 78373",1,88.0,2015,nan
Stengl Lost Pines,SMV,SLP- CABIN A,SCA,F037,"401 OLD ANTIOCH RD, SMITHVILLE, TX 78957",1,1050.0,2017,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SCA/100546356_400.jpg
Stengl Lost Pines,SMV,SLP - CABIN B,SCB,F038,"401 OLD ANTIOCH RD, SMITHVILLE, TX 78957",1,1050.0,2017,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SCB/100546355_400.jpg
Stengl Lost Pines,SMV,SLP - CABIN C,SCC,F039,"401 OLD ANTIOCH RD, SMITHVILLE, TX 78957",1,1050.0,2017,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SCC/100546359_400.jpg
Stengl Lost Pines,SMV,SLP - BARN,SLB,F025,"401 OLD ANTIOCH RD, SMITHVILLE, TX 78957",1,429.0,2002,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SLB/100546354_400.jpg
Stengl Lost Pines,SMV,SLP - GREENHOUSE,SLG,F024,"401 OLD ANTIOCH RD, SMITHVILLE, TX 78957",1,1223.0,2002,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SLG/100546357_400.jpg
Stengl Lost Pines,SMV,SLP - MAINTENANCE BLDG,SLM,F040,"401 OLD ANTIOCH RD, SMITHVILLE, TX 78957",1,1860.0,2017,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SLM/100546360_400.jpg
Stengl Lost Pines,SMV,SLP - RANCH HOUSE,SLR,F023,"401 OLD ANTIOCH RD, SMITHVILLE, TX 78957",1,1504.0,1991,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SLR/100546362_400.jpg
Stengl Lost Pines,SMV,SLP - TRACTOR SHED,SLT,F026,"401 OLD ANTIOCH RD, SMITHVILLE, TX 78957",1,400.0,2002,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SLT/100546363_400.jpg
Stengl Lost Pines,SMV,SLP - PUMP HOUSE,SPH,F041,"401 OLD ANTIOCH RD, SMITHVILLE, TX 78957",1,67.0,2017,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/SPH/100546361_400.jpg
Stengl Lost Pines,SMV,LORRAINE F WYER LAB,WRL,F030,"401 OLD ANTIOCH RD, SMITHVILLE, TX 78957",1,1062.0,2004,https://utdirect.utexas.edu/apps/campus/buildings/static/information/nlogon/imgs/utbuildings/main/WRL/100546358_400.jpg
Winedale Historical Center,WHC,SPIES HOUSE-VISITORS CENTER,W01,C001,"3738 FM 2714, ROUND TOP, TX 78954",2,1335.0,1978,nan
Winedale Historical Center,WHC,TERRY STUDENT CENTER,W03,C003,"3738 FM 2714, ROUND TOP, TX 78954",2,4474.0,1978,nan
Winedale Historical Center,WHC,THEATER BARN,W04,C004,"3738 FM 2714, ROUND TOP, TX 78954",2,5485.0,1978,nan
Winedale Historical Center,WHC,MCGREGOR-GRIMM HOUSE,W05,C005,"3738 FM 2714, ROUND TOP, TX 78954",2,2333.0,1978,nan
Winedale Historical Center,WHC,HAZELS LONE OAK COTTAGE,W06,C006,"3738 FM 2714, ROUND TOP, TX 78954",2,3276.0,1978,nan
Winedale Historical Center,WHC,FOUR-SQUARE BARN,W07,C007,"3738 FM 2714, ROUND TOP, TX 78954",2,4449.0,1978,nan
Winedale Historical Center,WHC,LEWIS-WAGNER HOUSE,W08,C008,"3738 FM 2714, ROUND TOP, TX 78954",2,3507.0,1978,nan
Winedale Historical Center,WHC,BIEGEL HOUSE,W09,C009,"3738 FM 2714, ROUND TOP, TX 78954",2,912.0,1978,nan
Winedale Historical Center,WHC,BOEKER LOG SMOKEHOUSE,W10,C010,"3738 FM 2714, ROUND TOP, TX 78954",1,206.0,1978,nan
Winedale Historical Center,WHC,KONESCHIK LOG KITCHEN,W11,C011,"3738 FM 2714, ROUND TOP, TX 78954",1,334.0,1978,nan
Winedale Historical Center,WHC,BARN,W12,C012,"3738 FM 2714, ROUND TOP, TX 78954",2,3185.0,1978,nan
Winedale Historical Center,WHC,SHOP BUILDING,W14,C014,"3738 FM 2714, ROUND TOP, TX 78954",1,646.0,1978,nan
Winedale Historical Center,WHC,IMPLEMENT SHED,W15,C015,"3738 FM 2714, ROUND TOP, TX 78954",1,468.0,1978,nan
Winedale Historical Center,WHC,WELL HOUSE,W17,C017,"3738 FM 2714, ROUND TOP, TX 78954",1,16.0,1978,nan
Winedale Historical Center,WHC,REST ROOM BUILDING,W18,C018,"3738 FM 2714, ROUND TOP, TX 78954",1,297.0,1978,nan
Winedale Historical Center,WHC,THE MEADOWS FOUNDATION EDUCATION CT,W19,C019,"3738 FM 2714, ROUND TOP, TX 78954",1,3137.0,1990,nan
Winedale Historical Center,WHC,THE WINEDALE STORE,W20,C020,"3738 FM 2714, ROUND TOP, TX 78954",1,3523.0,1990,nan
Winedale Historical Center,WHC,WAGNER PUMP HOUSE,W21,C021,"3738 FM 2714, ROUND TOP, TX 78954",1,171.0,1978,nan
Winedale Historical Center,WHC,LEE WAGNER HOUSE,W22,C022,"3738 FM 2714, ROUND TOP, TX 78954",1,1188.0,1978,nan
Winedale Historical Center,WHC,WINEDALE SCHOOL,W23,C023,"3738 FM 2714, ROUND TOP, TX 78954",1,608.0,1994,nan
Winedale Historical Center,WHC,THE WINEDALE GAS STATION,W24,C024,"3738 FM 2714, ROUND TOP, TX 78954",1,270.0,1990,nan
Winedale Historical Center,WHC,WAGNER STORAGE SHED,W25,C025,"3738 FM 2714, ROUND TOP, TX 78954",1,347.0,1990,nan
Winedale Historical Center,WHC,WAGNER MECHANICAL SHED,W26,C026,"3738 FM 2714, ROUND TOP, TX 78954",1,81.0,1990,nan
Winedale Historical Center,WHC,THE WINEDALE PAVILION,W27,C027,"3738 FM 2714, ROUND TOP, TX 78954",1,1.0,1978,nan
